gender,seniorcitizen,partner,dependents,tenure,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,contract,paperlessbilling,paymentmethod,monthlycharges,churn,servicephone,streaming
male,0,no,no,17,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),21.1,no,yes,no
female,0,yes,yes,42,fiber optic,no,no,no,no,month-to-month,yes,credit card (automatic),77.95,yes,yes,yes
male,0,yes,yes,4,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,18.85,no,yes,no
female,0,no,yes,62,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),26.0,no,yes,no
male,1,no,no,2,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,74.7,yes,yes,no
female,0,yes,no,2,fiber optic,no,no,no,no,month-to-month,yes,electronic check,70.35,no,yes,no
male,0,yes,no,48,fiber optic,yes,yes,yes,no,two year,yes,bank transfer (automatic),96.9,no,yes,yes
male,0,yes,no,27,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.55,no,yes,no
female,0,yes,yes,70,dsl,no,yes,yes,yes,two year,yes,bank transfer (automatic),80.4,no,yes,yes
male,1,no,no,1,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,88.8,yes,yes,yes
male,0,yes,no,46,fiber optic,no,yes,yes,no,one year,yes,electronic check,94.65,no,yes,yes
male,0,no,no,30,fiber optic,no,no,no,no,month-to-month,yes,electronic check,90.25,yes,yes,yes
female,0,no,no,15,dsl,yes,no,no,no,month-to-month,yes,bank transfer (automatic),64.65,yes,yes,no
male,0,yes,yes,69,fiber optic,no,yes,yes,no,one year,no,credit card (automatic),95.75,no,yes,yes
male,0,no,no,65,no,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.55,no,yes,no
male,1,yes,yes,72,fiber optic,yes,no,yes,yes,two year,yes,credit card (automatic),104.1,no,yes,yes
male,1,yes,no,13,fiber optic,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),89.05,yes,yes,no
male,0,no,no,17,no,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.1,no,yes,no
male,0,yes,no,51,fiber optic,yes,no,yes,yes,one year,yes,electronic check,111.55,no,yes,yes
male,0,yes,yes,51,dsl,yes,yes,no,yes,two year,no,credit card (automatic),60.5,no,yes,no
female,0,yes,no,72,dsl,yes,yes,yes,yes,two year,yes,bank transfer (automatic),90.95,no,yes,yes
male,0,yes,yes,67,fiber optic,no,yes,yes,no,one year,no,electronic check,87.4,yes,yes,no
male,0,no,no,34,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.7,no,yes,no
male,0,yes,no,67,dsl,yes,yes,no,yes,two year,yes,bank transfer (automatic),50.95,no,no,no
female,0,yes,no,49,no,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.05,no,yes,no
male,0,yes,yes,53,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.4,no,yes,no
male,0,no,no,27,dsl,no,no,yes,yes,month-to-month,no,electronic check,59.45,no,yes,no
female,1,no,no,23,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,94.75,yes,yes,yes
male,0,no,no,69,dsl,yes,yes,yes,yes,two year,yes,credit card (automatic),81.5,no,yes,no
female,0,yes,yes,2,dsl,no,no,no,yes,month-to-month,no,bank transfer (automatic),29.05,no,no,no
female,0,no,no,35,fiber optic,no,no,no,no,month-to-month,yes,electronic check,86.45,yes,yes,yes
female,0,yes,no,46,dsl,yes,yes,no,yes,one year,no,mailed check,70.6,no,yes,no
female,0,no,no,54,fiber optic,no,yes,no,no,two year,yes,bank transfer (automatic),97.2,no,yes,yes
female,0,yes,no,56,fiber optic,no,yes,no,no,one year,yes,electronic check,98.25,yes,yes,yes
female,0,yes,no,9,fiber optic,no,no,yes,no,month-to-month,yes,bank transfer (automatic),75.75,yes,yes,no
male,0,no,no,20,dsl,yes,no,no,yes,month-to-month,no,bank transfer (automatic),59.2,no,yes,no
male,0,no,no,11,fiber optic,no,yes,no,no,month-to-month,yes,mailed check,75.9,no,yes,no
female,1,yes,no,30,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,90.05,no,yes,yes
male,0,yes,no,68,dsl,yes,yes,yes,no,two year,no,bank transfer (automatic),70.95,no,yes,no
male,1,yes,no,38,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,102.6,no,yes,yes
female,1,yes,no,17,fiber optic,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),85.35,yes,yes,no
male,0,no,no,48,fiber optic,no,yes,yes,no,one year,yes,credit card (automatic),106.1,yes,yes,yes
female,0,no,no,1,dsl,no,no,no,no,month-to-month,no,electronic check,43.8,no,yes,no
male,0,yes,yes,63,dsl,yes,yes,yes,no,two year,no,electronic check,59.0,no,no,yes
female,0,no,no,3,dsl,no,no,yes,no,one year,yes,electronic check,69.95,no,yes,yes
female,0,no,no,48,no,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),24.35,no,yes,no
male,0,no,no,66,dsl,no,no,no,yes,one year,no,credit card (automatic),29.45,no,no,no
female,0,yes,yes,68,fiber optic,no,yes,yes,no,two year,yes,credit card (automatic),84.4,no,yes,no
male,1,no,no,17,dsl,no,no,no,no,month-to-month,yes,electronic check,45.05,yes,yes,no
female,0,yes,yes,7,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.65,no,yes,no
male,0,yes,no,72,dsl,yes,yes,yes,yes,two year,yes,bank transfer (automatic),87.1,no,yes,yes
female,0,yes,no,29,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,no,yes,no
male,0,yes,no,37,fiber optic,no,no,yes,yes,month-to-month,yes,electronic check,90.35,no,yes,no
female,0,no,no,34,fiber optic,yes,yes,yes,no,month-to-month,yes,mailed check,109.8,yes,yes,yes
female,1,no,no,42,fiber optic,no,no,no,no,month-to-month,yes,electronic check,84.65,yes,yes,yes
female,0,yes,yes,59,dsl,yes,yes,no,yes,one year,no,mailed check,65.5,no,yes,no
male,0,yes,yes,11,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.5,yes,yes,yes
male,1,yes,yes,60,fiber optic,yes,no,no,no,month-to-month,yes,electronic check,80.95,no,yes,no
female,0,no,no,27,dsl,no,yes,no,yes,month-to-month,yes,mailed check,56.15,no,yes,no
female,0,no,no,1,fiber optic,no,no,no,no,month-to-month,no,mailed check,85.8,yes,yes,no
male,1,no,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,79.1,yes,yes,yes
male,0,yes,no,17,dsl,yes,no,yes,no,month-to-month,no,mailed check,34.4,no,no,no
male,0,yes,no,58,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.75,no,yes,no
male,0,yes,yes,1,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,18.8,no,yes,no
female,0,yes,yes,3,dsl,no,no,no,no,month-to-month,no,mailed check,44.3,yes,yes,no
female,0,no,no,53,fiber optic,yes,yes,yes,no,month-to-month,no,electronic check,90.8,no,yes,no
male,0,no,no,35,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,25.6,no,yes,no
male,0,yes,yes,50,fiber optic,yes,no,yes,no,month-to-month,no,credit card (automatic),105.95,yes,yes,yes
male,0,yes,yes,68,dsl,no,yes,no,yes,two year,no,credit card (automatic),70.8,no,yes,no
male,0,yes,no,47,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,25.4,no,yes,no
female,1,yes,no,65,fiber optic,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),108.8,no,yes,yes
male,0,no,no,5,fiber optic,no,no,no,no,month-to-month,yes,electronic check,69.75,yes,yes,no
male,0,yes,no,51,fiber optic,no,no,no,no,month-to-month,yes,electronic check,94.65,yes,yes,yes
female,0,no,no,46,fiber optic,no,no,no,no,month-to-month,no,bank transfer (automatic),96.05,yes,yes,yes
female,0,no,no,9,fiber optic,no,no,no,no,month-to-month,yes,electronic check,76.85,no,yes,no
female,0,no,no,8,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.25,no,yes,no
male,0,no,no,14,no,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),24.8,no,yes,no
female,0,no,no,45,fiber optic,yes,yes,yes,yes,month-to-month,yes,electronic check,115.65,no,yes,yes
female,0,no,no,8,fiber optic,no,no,no,no,month-to-month,yes,credit card (automatic),74.6,no,yes,no
male,1,no,yes,1,dsl,no,no,yes,no,month-to-month,yes,mailed check,50.15,yes,yes,no
male,0,yes,yes,66,fiber optic,yes,yes,yes,no,one year,yes,bank transfer (automatic),103.15,no,yes,yes
male,0,yes,yes,72,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),72.1,no,yes,no
female,0,yes,no,41,fiber optic,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),113.6,yes,yes,yes
female,0,yes,yes,23,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.1,no,yes,no
female,0,no,no,29,fiber optic,no,no,no,no,month-to-month,yes,electronic check,78.9,yes,yes,yes
female,0,no,no,4,fiber optic,yes,no,no,no,month-to-month,yes,electronic check,80.15,no,yes,no
male,0,yes,yes,6,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.4,no,yes,no
female,1,yes,no,67,fiber optic,yes,yes,yes,yes,one year,yes,credit card (automatic),105.4,no,yes,no
male,1,no,yes,7,dsl,no,no,no,no,month-to-month,yes,mailed check,45.75,no,yes,no
male,0,yes,yes,56,no,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,24.45,no,yes,no
female,0,yes,no,72,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.0,no,yes,no
male,0,yes,no,72,dsl,yes,yes,yes,no,two year,yes,electronic check,85.25,no,yes,yes
male,0,yes,yes,23,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.6,no,yes,no
female,0,no,yes,35,dsl,no,no,no,no,month-to-month,no,mailed check,50.15,no,yes,no
male,1,yes,no,27,fiber optic,no,no,no,no,month-to-month,yes,electronic check,70.55,no,yes,no
female,0,yes,yes,26,dsl,no,yes,no,yes,month-to-month,yes,electronic check,60.05,yes,yes,no
male,0,yes,yes,12,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,26.4,no,yes,no
female,0,no,no,40,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,no,yes,no
male,0,yes,yes,7,dsl,yes,yes,yes,no,month-to-month,no,mailed check,58.85,no,no,yes
male,0,yes,yes,70,fiber optic,yes,yes,no,no,month-to-month,yes,credit card (automatic),97.55,no,yes,yes
male,0,yes,yes,60,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.65,no,yes,no
male,0,yes,yes,39,dsl,no,no,no,no,one year,yes,credit card (automatic),25.25,no,no,no
male,0,yes,no,72,fiber optic,yes,yes,yes,yes,two year,no,credit card (automatic),114.45,no,yes,yes
female,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,electronic check,34.7,yes,no,yes
male,0,yes,yes,54,dsl,no,yes,no,yes,one year,yes,electronic check,70.7,no,yes,yes
male,0,no,no,3,fiber optic,no,no,no,no,month-to-month,yes,electronic check,85.3,yes,yes,no
female,0,yes,yes,63,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),75.55,no,yes,yes
male,0,yes,yes,71,fiber optic,no,yes,no,yes,two year,yes,electronic check,84.8,no,yes,no
female,0,no,no,42,no,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.65,no,yes,no
male,0,no,no,47,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.45,no,yes,no
female,0,yes,yes,66,fiber optic,no,yes,yes,no,one year,yes,credit card (automatic),102.45,yes,yes,yes
female,0,yes,no,21,fiber optic,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),104.4,yes,yes,yes
male,0,no,no,11,dsl,no,yes,no,yes,month-to-month,yes,electronic check,35.65,no,no,no
male,0,no,yes,1,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,99.75,yes,yes,yes
female,1,yes,no,55,fiber optic,no,yes,yes,yes,month-to-month,no,electronic check,90.45,no,yes,no
male,0,no,no,69,fiber optic,no,yes,yes,yes,two year,yes,credit card (automatic),97.65,no,yes,yes
female,1,no,no,3,fiber optic,no,no,yes,no,month-to-month,no,electronic check,73.85,no,yes,no
male,0,no,no,4,dsl,no,no,yes,yes,month-to-month,yes,electronic check,74.4,yes,yes,yes
male,1,no,no,30,dsl,no,no,yes,yes,two year,yes,credit card (automatic),69.1,no,yes,yes
female,0,no,no,5,fiber optic,no,no,yes,yes,month-to-month,yes,electronic check,82.75,no,yes,no
female,0,yes,no,71,no,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.4,no,yes,no
female,0,no,no,29,dsl,no,yes,no,no,one year,yes,electronic check,55.25,no,yes,no
male,0,yes,no,52,dsl,no,yes,no,yes,month-to-month,no,bank transfer (automatic),61.35,no,yes,no
male,0,no,no,68,dsl,yes,yes,yes,no,one year,no,credit card (automatic),76.75,no,yes,no
female,0,yes,yes,46,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.4,no,yes,no
male,0,no,no,8,dsl,no,no,no,no,month-to-month,yes,credit card (automatic),54.75,no,yes,no
male,0,yes,no,72,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.7,no,yes,no
female,0,no,no,17,no,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.9,no,yes,no
male,0,no,no,3,fiber optic,no,yes,yes,yes,month-to-month,yes,electronic check,107.95,no,yes,yes
female,1,no,no,2,fiber optic,no,yes,no,no,month-to-month,yes,bank transfer (automatic),83.8,no,yes,yes
female,0,no,no,9,fiber optic,yes,no,no,no,month-to-month,yes,credit card (automatic),74.25,yes,yes,no
female,0,no,no,51,dsl,no,yes,yes,no,one year,yes,credit card (automatic),56.4,no,no,yes
female,0,yes,yes,6,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.1,no,yes,no
female,0,yes,no,3,fiber optic,no,no,no,no,month-to-month,no,electronic check,94.9,no,yes,yes
female,1,no,no,17,fiber optic,no,no,no,no,month-to-month,yes,electronic check,94.2,no,yes,yes
male,0,yes,no,30,dsl,no,no,no,no,month-to-month,no,electronic check,49.9,no,yes,no
male,0,no,no,31,dsl,no,yes,no,yes,month-to-month,yes,electronic check,71.05,no,yes,yes
female,0,no,no,45,dsl,yes,no,yes,yes,two year,no,bank transfer (automatic),81.65,no,yes,yes
male,0,yes,no,64,fiber optic,yes,yes,yes,no,one year,no,bank transfer (automatic),89.45,no,yes,no
male,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,electronic check,59.85,yes,yes,yes
female,1,no,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,69.6,yes,yes,no
male,1,yes,yes,61,fiber optic,no,yes,no,no,one year,no,electronic check,99.0,no,yes,yes
male,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.05,no,yes,no
male,0,no,no,9,dsl,no,no,no,no,month-to-month,yes,electronic check,45.4,yes,no,yes
male,0,yes,yes,72,fiber optic,yes,yes,yes,yes,two year,no,bank transfer (automatic),114.45,no,yes,yes
female,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.5,yes,yes,no
female,0,yes,no,7,dsl,no,no,no,no,month-to-month,yes,mailed check,44.25,no,yes,no
female,0,yes,no,66,fiber optic,no,yes,yes,yes,one year,yes,bank transfer (automatic),90.55,no,yes,no
male,0,no,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,69.9,yes,yes,no
male,0,yes,yes,40,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.4,no,yes,no
male,0,no,no,16,dsl,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),71.4,no,yes,no
female,0,no,no,2,fiber optic,no,yes,no,no,month-to-month,yes,bank transfer (automatic),87.15,yes,yes,yes
male,0,yes,no,67,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.85,no,yes,no
female,0,yes,no,41,fiber optic,yes,yes,yes,no,one year,yes,bank transfer (automatic),104.45,no,yes,yes
female,0,yes,yes,56,no,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.8,no,yes,no
female,0,no,no,72,fiber optic,yes,yes,yes,yes,two year,yes,bank transfer (automatic),116.45,no,yes,yes
female,0,yes,yes,3,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),84.75,yes,yes,no
female,0,yes,no,54,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.05,no,yes,no
